,Solution,Fitness,ARPD
0,"[4, 19, 14, 10, 2, 16, 18, 7, 3, 1, 5, 0, 8, 6, 15, 17, 13, 11, 12, 9]",1251.0,0.9685230024213075
1,"[4, 19, 10, 18, 0, 16, 8, 7, 5, 1, 12, 11, 13, 2, 6, 3, 14, 17, 15, 9]",1251.0,0.9685230024213075
2,"[4, 10, 2, 3, 13, 19, 16, 14, 1, 8, 0, 12, 6, 18, 5, 7, 11, 15, 17, 9]",1251.0,0.9685230024213075
3,"[4, 10, 19, 7, 2, 16, 12, 3, 0, 5, 8, 1, 15, 11, 6, 17, 14, 13, 18, 9]",1251.0,0.9685230024213075
4,"[4, 10, 2, 3, 7, 19, 1, 5, 0, 18, 16, 11, 12, 17, 6, 8, 13, 14, 15, 9]",1251.0,0.9685230024213075
5,"[4, 10, 14, 19, 2, 7, 0, 3, 16, 8, 1, 6, 17, 11, 15, 13, 18, 5, 12, 9]",1251.0,0.9685230024213075
6,"[4, 10, 14, 19, 3, 5, 2, 16, 15, 18, 13, 11, 1, 8, 7, 17, 0, 6, 12, 9]",1251.0,0.9685230024213075
7,"[4, 10, 19, 18, 0, 1, 7, 3, 16, 15, 11, 17, 13, 2, 14, 5, 6, 8, 12, 9]",1251.0,0.9685230024213075
8,"[4, 10, 1, 19, 7, 5, 14, 3, 12, 2, 15, 16, 6, 18, 8, 11, 13, 0, 17, 9]",1251.0,0.9685230024213075
9,"[4, 10, 19, 7, 18, 16, 0, 3, 1, 12, 14, 5, 13, 2, 11, 15, 6, 17, 8, 9]",1251.0,0.9685230024213075
