,Solution,Fitness,ARPD
0,"[12, 15, 8, 16, 10, 18, 14, 9, 6, 0, 11, 4, 1, 13, 3, 19, 7, 5, 2, 17]",1318.0,1.9334880123743232
1,"[12, 8, 15, 1, 16, 18, 19, 10, 9, 6, 0, 4, 5, 3, 11, 14, 7, 13, 2, 17]",1306.0,1.005413766434648
2,"[12, 15, 18, 8, 9, 16, 10, 6, 19, 1, 11, 14, 0, 4, 7, 2, 5, 13, 3, 17]",1306.0,1.005413766434648
3,"[12, 15, 10, 0, 18, 19, 9, 8, 16, 1, 4, 11, 14, 6, 2, 7, 5, 13, 3, 17]",1309.0,1.237432327919567
4,"[12, 16, 8, 10, 15, 6, 11, 14, 0, 4, 18, 19, 9, 1, 3, 7, 5, 13, 2, 17]",1297.0,0.30935808197989173
5,"[12, 16, 8, 6, 15, 18, 11, 10, 9, 13, 19, 14, 1, 4, 0, 7, 2, 3, 17, 5]",1306.0,1.005413766434648
6,"[12, 15, 16, 18, 8, 10, 9, 0, 3, 19, 1, 11, 14, 6, 4, 7, 5, 13, 2, 17]",1308.0,1.160092807424594
7,"[12, 10, 8, 16, 6, 18, 15, 4, 9, 0, 11, 3, 19, 14, 1, 13, 7, 5, 2, 17]",1315.0,1.7014694508894044
8,"[12, 10, 8, 16, 18, 9, 6, 4, 19, 14, 15, 1, 0, 3, 7, 13, 11, 5, 2, 17]",1323.0,2.320185614849188
9,"[12, 15, 10, 0, 19, 6, 16, 18, 8, 9, 11, 1, 4, 3, 14, 7, 13, 17, 5, 2]",1316.0,1.7788089713843773
