,Solution,Fitness,ARPD
0,"[10, 16, 5, 8, 13, 9, 0, 7, 2, 15, 3, 11, 18, 1, 14, 6, 4, 17, 12, 19]",1350.0,5.633802816901408
1,"[5, 14, 8, 4, 7, 0, 10, 18, 13, 6, 12, 15, 9, 17, 11, 1, 16, 3, 2, 19]",1351.0,5.712050078247262
