,Solution,Fitness,ARPD
0,"[16, 7, 8, 18, 3, 13, 9, 0, 10, 6, 4, 17, 11, 2, 15, 5, 14, 1, 19, 12]",1367.0,6.964006259780907
1,"[8, 14, 12, 7, 0, 16, 13, 3, 10, 2, 1, 4, 17, 18, 11, 5, 6, 15, 9, 19]",1319.0,3.208137715179969
