,Solution,Fitness,ARPD
0,"[16, 15, 1, 8, 11, 13, 3, 9, 17, 18, 6, 7, 5, 14, 4, 19, 0, 2, 12, 10]",1217.0,0.912106135986733
1,"[5, 11, 1, 16, 15, 17, 18, 6, 3, 13, 7, 9, 8, 2, 4, 12, 19, 10, 14, 0]",1249.0,3.5655058043117744
2,"[16, 1, 15, 8, 5, 11, 9, 17, 13, 3, 18, 14, 7, 19, 12, 4, 2, 0, 6, 10]",1217.0,0.912106135986733
3,"[16, 1, 15, 13, 8, 11, 17, 3, 9, 4, 5, 18, 7, 6, 19, 12, 14, 0, 2, 10]",1211.0,0.41459369817578773
4,"[1, 16, 8, 7, 19, 9, 17, 11, 15, 12, 18, 14, 13, 3, 6, 5, 4, 2, 0, 10]",1234.0,2.3217247097844114
5,"[16, 1, 15, 8, 18, 11, 4, 2, 17, 7, 19, 3, 9, 13, 12, 6, 0, 14, 5, 10]",1206.0,0.0
6,"[11, 16, 1, 13, 8, 14, 15, 3, 5, 18, 7, 9, 17, 19, 4, 6, 0, 2, 12, 10]",1222.0,1.3266998341625207
7,"[16, 1, 15, 8, 18, 9, 17, 3, 13, 2, 11, 0, 4, 19, 7, 6, 14, 5, 12, 10]",1215.0,0.746268656716418
8,"[16, 8, 9, 1, 15, 13, 17, 4, 18, 19, 11, 3, 7, 5, 6, 2, 12, 10, 14, 0]",1255.0,4.06301824212272
9,"[16, 1, 15, 8, 13, 4, 18, 6, 7, 11, 14, 5, 3, 19, 0, 2, 12, 9, 17, 10]",1206.0,0.0
